horaToma,Asset_id,A_Speed,Curr_fLevel,Curr_Temp
2017-10-03 00:00:03,650,0.000,0.000,78.000
2017-10-03 00:00:05,291,57.700,0.000,85.000
2017-10-03 00:00:03,200,4.600,0.800,74.000
2017-10-03 00:00:19,74,0.700,100.000,80.000
2017-10-03 00:00:08,558,95.300,55.200,82.000
2017-10-03 00:00:30,673,4.000,99.200,49.000
2017-10-03 00:00:18,290,59.500,0.000,80.000
2017-10-03 00:00:36,597,97.500,98.400,81.000
2017-10-03 00:00:34,211,0.000,0.000,83.000
2017-10-03 00:00:40,630,0.000,89.200,73.000
2017-10-03 00:00:28,245,53.800,76.800,77.000
2017-10-03 00:00:26,383,0.000,0.000,84.000
2017-10-03 00:00:44,39,98.000,80.000,88.000
2017-10-03 00:00:28,551,72.000,10.000,80.000
2017-10-03 00:00:44,218,101.700,94.400,86.000
2017-10-03 00:00:53,378,98.300,0.000,83.000
2017-10-03 00:00:56,437,103.300,0.000,87.000
2017-10-03 00:00:41,360,20.300,0.000,84.000
2017-10-03 00:00:36,397,0.000,0.000,53.000
2017-10-03 00:01:03,614,96.900,0.000,81.000
2017-10-03 00:01:19,74,1.800,100.000,79.000
2017-10-03 00:01:34,211,0.000,0.000,83.000
2017-10-03 00:02:03,650,44.500,0.000,79.000
2017-10-03 00:02:17,290,40.000,0.000,80.000
2017-10-03 00:02:27,245,26.300,76.800,79.000
2017-10-03 00:02:34,211,0.000,0.000,82.000
2017-10-03 00:02:56,437,72.700,0.000,86.000
2017-10-03 00:03:17,290,0.000,0.000,80.000
2017-10-03 00:03:36,597,97.600,98.400,81.000
2017-10-03 00:03:44,39,97.800,80.800,88.000
2017-10-03 00:03:53,378,49.300,0.000,81.000
2017-10-03 00:04:27,245,14.800,77.200,77.000
2017-10-03 00:04:36,597,99.700,98.400,80.000
2017-10-03 00:04:53,378,101.200,0.000,84.000
2017-10-03 00:05:08,558,84.800,54.400,86.000
2017-10-03 00:05:34,211,0.000,0.000,82.000
2017-10-03 00:05:54,290,0.000,0.800,81.000
2017-10-03 00:05:27,551,103.900,45.200,75.000
2017-10-03 00:06:08,558,74.400,54.000,84.000
2017-10-03 00:06:44,218,101.700,94.000,84.000
2017-10-03 00:06:53,378,101.200,0.000,83.000
2017-10-03 00:07:26,245,16.600,76.400,77.000
2017-10-03 00:07:54,290,0.000,0.800,82.000
2017-10-03 00:08:03,650,0.000,0.000,80.000
2017-10-03 00:08:28,551,81.400,6.800,82.000
2017-10-03 00:08:30,673,37.600,91.600,55.000
2017-10-03 00:08:36,597,98.600,97.600,83.000
2017-10-03 00:10:05,211,32.500,0.000,84.000
2017-10-03 00:10:26,383,0.000,0.000,81.000
2017-10-03 00:10:29,673,8.900,92.800,59.000
2017-10-03 00:10:40,630,98.400,83.200,84.000
2017-10-03 00:10:54,290,0.000,0.000,80.000
2017-10-03 00:10:56,437,103.100,0.000,82.000
2017-10-03 00:11:03,200,4.800,0.400,73.000
2017-10-03 00:11:44,39,97.000,82.000,90.000
2017-10-03 00:11:54,290,0.000,0.000,80.000
2017-10-03 00:13:05,291,25.100,0.000,82.000
2017-10-03 00:13:03,650,14.900,0.000,79.000
2017-10-03 00:13:19,74,0.000,100.000,79.000
2017-10-03 00:13:44,39,88.300,80.800,89.000
2017-10-03 00:14:29,673,65.700,92.800,63.000
2017-10-03 00:14:44,39,97.700,82.400,88.000
2017-10-03 00:14:56,437,79.500,0.000,84.000
2017-10-03 00:15:03,650,0.000,0.000,78.000
2017-10-03 00:15:27,245,58.600,77.200,78.000
2017-10-03 00:15:53,378,71.900,0.000,91.000
2017-10-03 00:17:02,614,98.900,0.000,83.000
2017-10-03 00:17:03,200,91.200,1.200,80.000
2017-10-03 00:17:27,245,37.700,76.800,79.000
2017-10-03 00:17:29,673,88.700,93.600,69.000
2017-10-03 00:18:03,650,8.100,0.000,79.000
2017-10-03 00:18:05,291,3.700,0.000,80.000
2017-10-03 00:18:27,245,0.000,76.800,79.000
2017-10-03 00:18:36,597,98.300,96.000,84.000
2017-10-03 00:19:03,200,99.300,1.200,83.000
2017-10-03 00:11:44,218,92.800,93.600,84.000
2017-10-03 00:12:44,218,19.700,94.000,85.000
2017-10-03 00:14:44,218,74.800,93.600,84.000
2017-10-03 00:20:05,211,93.500,0.000,90.000
2017-10-03 00:01:17,290,54.400,0.000,81.000
2017-10-03 00:01:36,597,97.300,99.200,80.000
2017-10-03 00:02:03,200,0.000,0.400,74.000
2017-10-03 00:20:19,74,0.000,100.000,79.000
2017-10-03 00:20:35,397,0.000,0.000,0.000
2017-10-03 00:20:54,290,74.100,1.200,90.000
2017-10-03 00:02:36,397,0.000,0.000,55.000
2017-10-03 00:02:40,630,1.700,89.200,73.000
2017-10-03 00:02:44,218,96.300,94.400,87.000
2017-10-03 00:03:26,383,0.000,0.000,83.000
2017-10-03 00:03:44,218,101.700,94.400,87.000
2017-10-03 00:04:03,200,0.000,0.400,74.000
2017-10-03 00:01:08,558,101.000,56.000,82.000
2017-10-03 00:04:26,383,0.000,0.000,83.000
2017-10-03 00:04:28,551,64.700,11.600,80.000
2017-10-03 00:04:36,397,0.000,0.000,57.000
2017-10-03 00:04:40,630,5.600,86.800,77.000
2017-10-03 00:04:44,218,91.400,94.000,84.000
2017-10-03 00:04:54,290,0.000,0.000,0.000
2017-10-03 00:05:03,614,101.400,0.000,87.000
2017-10-03 00:21:27,245,0.000,76.800,78.000
2017-10-03 00:22:19,74,0.000,100.000,78.000
2017-10-03 00:22:44,39,98.100,80.000,88.000
2017-10-03 00:22:53,378,101.100,0.000,86.000
2017-10-03 00:06:03,614,97.600,0.000,85.000
2017-10-03 00:06:03,650,9.600,0.000,81.000
