horaToma,Asset_id,A_Speed,Curr_fLevel,Curr_Temp
2017-10-02 00:00:02,148,0.000,100.000,62.000
2017-10-02 00:00:01,146,0.000,49.600,79.000
2017-10-02 00:00:05,544,0.000,0.000,78.000
2017-10-02 00:00:08,490,87.100,20.400,83.000
2017-10-02 00:00:09,599,0.000,100.000,55.000
2017-10-02 00:00:11,629,1.700,83.200,82.000
2017-10-02 00:00:35,578,6.500,100.000,74.000
2017-10-02 00:00:36,243,0.000,6.800,72.000
2017-10-02 00:00:20,427,0.000,0.000,78.000
2017-10-02 00:00:31,137,51.200,52.400,80.000
2017-10-02 00:00:26,234,82.800,86.000,80.000
2017-10-02 00:00:47,284,71.000,100.000,88.000
2017-10-02 00:00:53,152,97.400,50.000,83.000
2017-10-02 00:00:54,180,0.000,75.200,75.000
2017-10-02 00:00:40,463,0.000,100.000,77.000
2017-10-02 00:00:46,106,0.000,81.600,49.000
2017-10-02 00:00:37,198,99.900,39.200,82.000
2017-10-02 00:01:08,609,3.600,96.400,64.000
2017-10-02 00:01:09,177,97.000,61.600,83.000
2017-10-02 00:00:34,422,93.700,94.400,87.000
2017-10-02 00:02:37,198,92.500,19.200,79.000
2017-10-02 00:03:02,148,0.000,100.000,63.000
2017-10-02 00:03:09,599,0.400,100.000,56.000
2017-10-02 00:03:36,243,16.900,7.200,77.000
2017-10-02 00:04:09,177,66.900,62.800,81.000
2017-10-02 00:04:40,463,0.000,100.000,78.000
2017-10-02 00:05:36,243,0.000,6.800,78.000
2017-10-02 00:05:54,180,0.000,74.800,74.000
2017-10-02 00:06:01,146,0.000,98.400,76.000
2017-10-02 00:06:53,152,97.500,48.800,84.000
2017-10-02 00:07:09,177,0.000,64.800,81.000
2017-10-02 00:07:21,427,0.000,0.000,79.000
2017-10-02 00:07:37,198,99.200,17.200,81.000
2017-10-02 00:07:47,284,0.000,100.000,84.000
2017-10-02 00:08:01,146,12.900,99.200,77.000
2017-10-02 00:08:05,544,0.000,0.000,78.000
2017-10-02 00:08:36,243,0.000,6.800,75.000
2017-10-02 00:09:09,177,0.000,64.400,76.000
2017-10-02 00:09:36,243,0.000,6.800,75.000
2017-10-02 00:09:40,463,0.000,100.000,77.000
2017-10-02 00:10:01,146,0.500,98.800,79.000
2017-10-02 00:10:31,137,0.000,58.800,80.000
2017-10-02 00:10:35,578,83.000,100.000,76.000
2017-10-02 00:10:36,243,0.000,6.800,75.000
2017-10-02 00:10:40,463,0.000,100.000,78.000
2017-10-02 00:10:53,152,97.700,48.800,83.000
2017-10-02 00:11:09,599,64.400,98.400,70.000
2017-10-02 00:11:21,427,0.000,0.000,80.000
2017-10-02 00:11:27,234,103.600,85.600,85.000
2017-10-02 00:12:09,599,75.400,99.200,72.000
2017-10-02 00:12:11,629,21.600,83.200,82.000
2017-10-02 00:12:21,427,0.000,0.000,78.000
2017-10-02 00:12:31,137,21.700,59.600,78.000
2017-10-02 00:12:35,578,31.800,97.600,78.000
2017-10-02 00:12:37,198,89.900,28.800,83.000
2017-10-02 00:12:53,152,98.000,48.800,84.000
2017-10-02 00:13:08,490,91.100,12.000,86.000
2017-10-02 00:13:11,629,9.700,83.200,82.000
2017-10-02 00:13:21,427,0.000,0.000,79.000
2017-10-02 00:13:31,137,39.500,55.600,78.000
2017-10-02 00:13:46,106,101.000,81.200,59.000
2017-10-02 00:13:53,152,97.800,50.400,84.000
2017-10-02 00:14:09,177,7.300,62.800,74.000
2017-10-02 00:14:34,422,100.400,93.200,84.000
2017-10-02 00:15:06,146,0.000,0.000,0.000
2017-10-02 00:15:11,629,0.000,90.000,78.000
2017-10-02 00:15:36,243,2.500,6.800,76.000
2017-10-02 00:15:54,180,0.000,73.600,75.000
2017-10-02 00:16:11,629,0.000,90.800,75.000
2017-10-02 00:16:27,234,53.000,90.000,83.000
2017-10-02 00:16:37,198,77.700,26.000,88.000
2017-10-02 00:16:54,180,0.000,73.600,75.000
2017-10-02 00:17:08,490,88.000,16.800,85.000
2017-10-02 00:17:09,177,0.000,64.800,74.000
2017-10-02 00:18:10,599,99.100,99.200,79.000
2017-10-02 00:18:27,234,73.800,90.400,80.000
